"collaboration_group","sequence","title","authid","authname","journal_name","date"
99,"4","ROI: a method for identifying organizations receiving personal data","24724315500","García B.","Computing","2024"
100,"1","Correction to: Using a privacy‑enhanced authentication process to secure IoT‑based smart grid infrastructures (The Journal of Supercomputing, (2024), 80, 2, (1668-1693), 10.1007/s11227-023-05535-2)","53664207200","Rostampour S.","Journal of Supercomputing","2024"
100,"2","Correction to: Using a privacy‑enhanced authentication process to secure IoT‑based smart grid infrastructures (The Journal of Supercomputing, (2024), 80, 2, (1668-1693), 10.1007/s11227-023-05535-2)","16678438000","Bagheri N.","Journal of Supercomputing","2024"
100,"3","Correction to: Using a privacy‑enhanced authentication process to secure IoT‑based smart grid infrastructures (The Journal of Supercomputing, (2024), 80, 2, (1668-1693), 10.1007/s11227-023-05535-2)","23008458900","Ghavami B.","Journal of Supercomputing","2024"
100,"4","Correction to: Using a privacy‑enhanced authentication process to secure IoT‑based smart grid infrastructures (The Journal of Supercomputing, (2024), 80, 2, (1668-1693), 10.1007/s11227-023-05535-2)","14832420700","Bendavid Y.","Journal of Supercomputing","2024"
100,"5","Correction to: Using a privacy‑enhanced authentication process to secure IoT‑based smart grid infrastructures (The Journal of Supercomputing, (2024), 80, 2, (1668-1693), 10.1007/s11227-023-05535-2)","48361454000","Kumari S.","Journal of Supercomputing","2024"
100,"6","Correction to: Using a privacy‑enhanced authentication process to secure IoT‑based smart grid infrastructures (The Journal of Supercomputing, (2024), 80, 2, (1668-1693), 10.1007/s11227-023-05535-2)","50262594200","Martin H.","Journal of Supercomputing","2024"
100,"7","Correction to: Using a privacy‑enhanced authentication process to secure IoT‑based smart grid infrastructures (The Journal of Supercomputing, (2024), 80, 2, (1668-1693), 10.1007/s11227-023-05535-2)","56414371100","Camara C.","Journal of Supercomputing","2024"
101,"1","The maximin support method: an extension of the D’Hondt method to approval-based multiwinner elections","36979054200","Sánchez-Fernández L.","Mathematical Programming","2024"
101,"2","The maximin support method: an extension of the D’Hondt method to approval-based multiwinner elections","19638672600","Fernández-García N.","Mathematical Programming","2024"
101,"3","The maximin support method: an extension of the D’Hondt method to approval-based multiwinner elections","56208638100","Fisteus J.A.","Mathematical Programming","2024"
101,"4","The maximin support method: an extension of the D’Hondt method to approval-based multiwinner elections","35208118700","Brill M.","Mathematical Programming","2024"
102,"1","Finite rank perturbations of normal operators: Spectral idempotents and decomposability","6507246200","Gallardo-Gutiérrez E.A.","Journal of Functional Analysis","2023"
102,"2","Finite rank perturbations of normal operators: Spectral idempotents and decomposability","57670897800","Javier González-Doña F.","Journal of Functional Analysis","2023"
103,"1","On Two Families of Discrete Multiple Orthogonal Polynomials on a Star-like Set","58954156100","Arvesú Carballo J.","Lobachevskii Journal of Mathematics","2023"
103,"2","On Two Families of Discrete Multiple Orthogonal Polynomials on a Star-like Set","58795343100","Quintero Roba A.J.","Lobachevskii Journal of Mathematics","2023"
104,"1","Experimental Validation of a Driver Monitoring System","57203658593","Garrosa M.","Machines","2023"
104,"2","Experimental Validation of a Driver Monitoring System","7102783688","Ceccarelli M.","Machines","2023"
104,"3","Experimental Validation of a Driver Monitoring System","35951455400","Díaz V.","Machines","2023"
104,"4","Experimental Validation of a Driver Monitoring System","57191270930","Russo M.","Machines","2023"
105,"1","Scale-Free Chaos in the 2D Harmonically Confined Vicsek Model","57387205100","González-Albaladejo R.","Entropy","2023"
105,"2","Scale-Free Chaos in the 2D Harmonically Confined Vicsek Model","7006392627","Bonilla L.L.","Entropy","2023"
106,"1","Multimodal learning in clinical proteomics: enhancing antimicrobial resistance prediction models with chemical information","57800402000","Visonà G.","Bioinformatics","2023"
106,"2","Multimodal learning in clinical proteomics: enhancing antimicrobial resistance prediction models with chemical information","57211814424","Duroux D.","Bioinformatics","2023"
106,"3","Multimodal learning in clinical proteomics: enhancing antimicrobial resistance prediction models with chemical information","57222003137","Miranda L.","Bioinformatics","2023"
106,"4","Multimodal learning in clinical proteomics: enhancing antimicrobial resistance prediction models with chemical information","57222617907","Sükei E.","Bioinformatics","2023"
106,"5","Multimodal learning in clinical proteomics: enhancing antimicrobial resistance prediction models with chemical information","58769320800","Li Y.","Bioinformatics","2023"
106,"6","Multimodal learning in clinical proteomics: enhancing antimicrobial resistance prediction models with chemical information","10044984100","Borgwardt K.","Bioinformatics","2023"
106,"7","Multimodal learning in clinical proteomics: enhancing antimicrobial resistance prediction models with chemical information","56684238900","Oliver C.","Bioinformatics","2023"
107,"1","Anomalous dimensions of the Smoluchowski coagulation equation","56188064500","Eggers J.","Physical Review E","2023"
107,"2","Anomalous dimensions of the Smoluchowski coagulation equation","24075676800","Fontelos M.","Physical Review E","2023"
108,"1","Fault Detection on Power Transmission Line Based on Wavelet Transform and Scalogram Image Analysis","57189890784","Altaie A.S.","Energies","2023"
108,"2","Fault Detection on Power Transmission Line Based on Wavelet Transform and Scalogram Image Analysis","58723969400","Majeed A.A.","Energies","2023"
108,"3","Fault Detection on Power Transmission Line Based on Wavelet Transform and Scalogram Image Analysis","6507297082","Abderrahim M.","Energies","2023"
108,"4","Fault Detection on Power Transmission Line Based on Wavelet Transform and Scalogram Image Analysis","58176448800","Alkhazraji A.","Energies","2023"
109,"1","Prediction of Matching Prices in Electricity Markets through Curve Representation","58753899000","Foronda-Pascual D.","Energies","2023"
109,"2","Prediction of Matching Prices in Electricity Markets through Curve Representation","56228341500","Alonso A.M.","Energies","2023"
110,"1","A Fischer type decomposition theorem from the apolar inner product","6602240367","Aldaz J.M.","Analysis and Mathematical Physics","2023"
110,"2","A Fischer type decomposition theorem from the apolar inner product","6602144351","Render H.","Analysis and Mathematical Physics","2023"
111,"1","The finite and solvable genus of finitely generated free and surface groups","6602935949","Jaikin-Zapirain A.","Research in Mathematical Sciences","2023"
112,"1","Fast parallel IGA-ADS solver for time-dependent Maxwell's equations","57002765400","Łoś M.","Computers and Mathematics with Applications","2023"
112,"2","Fast parallel IGA-ADS solver for time-dependent Maxwell's equations","26031779000","Woźniak M.","Computers and Mathematics with Applications","2023"
112,"3","Fast parallel IGA-ADS solver for time-dependent Maxwell's equations","7003277701","Pingali K.","Computers and Mathematics with Applications","2023"
112,"4","Fast parallel IGA-ADS solver for time-dependent Maxwell's equations","7102150371","Castillo L.E.G.","Computers and Mathematics with Applications","2023"
112,"5","Fast parallel IGA-ADS solver for time-dependent Maxwell's equations","56085543400","Alvarez-Arramberri J.","Computers and Mathematics with Applications","2023"
112,"6","Fast parallel IGA-ADS solver for time-dependent Maxwell's equations","56562669900","Pardo D.","Computers and Mathematics with Applications","2023"
112,"7","Fast parallel IGA-ADS solver for time-dependent Maxwell's equations","23393712700","Paszyński M.","Computers and Mathematics with Applications","2023"
113,"1","Design of structured H<inf>∞</inf> flight controllers: Passive fault-tolerant versus observer-based structures","55545171700","Sato M.","ISA Transactions","2023"
113,"2","Design of structured H<inf>∞</inf> flight controllers: Passive fault-tolerant versus observer-based structures","22634801900","Marcos A.","ISA Transactions","2023"
113,"3","Design of structured H<inf>∞</inf> flight controllers: Passive fault-tolerant versus observer-based structures","16177326900","Akasaka D.","ISA Transactions","2023"
114,"1","A New Separation Index and Classification Techniques Based on Shannon Entropy","57211086444","Navarro J.","Methodology and Computing in Applied Probability","2023"
114,"2","A New Separation Index and Classification Techniques Based on Shannon Entropy","57220885123","Buono F.","Methodology and Computing in Applied Probability","2023"
114,"3","A New Separation Index and Classification Techniques Based on Shannon Entropy","6508167612","Arevalillo J.M.","Methodology and Computing in Applied Probability","2023"
115,"1","Free Factors and Profinite Completions","57219591035","Garrido A.","International Mathematics Research Notices","2023"
115,"2","Free Factors and Profinite Completions","6602935949","Jaikin-Zapirain A.","International Mathematics Research Notices","2023"
116,"1","Meshing strategies for 3d geo-electromagnetic modeling in the presence of metallic infrastructure","57169973600","Castillo-Reyes O.","Computational Geosciences","2023"
116,"2","Meshing strategies for 3d geo-electromagnetic modeling in the presence of metallic infrastructure","57277607600","Rulff P.","Computational Geosciences","2023"
116,"3","Meshing strategies for 3d geo-electromagnetic modeling in the presence of metallic infrastructure","58566239500","Schankee Um E.","Computational Geosciences","2023"
116,"4","Meshing strategies for 3d geo-electromagnetic modeling in the presence of metallic infrastructure","57188657304","Amor-Martin A.","Computational Geosciences","2023"
117,"1","On new omnibus tests of uniformity on the hypersphere","57219198327","Fernández-de-Marcos A.","Test","2023"
117,"2","On new omnibus tests of uniformity on the hypersphere","55353349600","García-Portugués E.","Test","2023"
118,"1","G-dual Teleparallel Connections in Information Geometry","57190577826","Ciaglia F.M.","Information Geometry","2023"
118,"2","G-dual Teleparallel Connections in Information Geometry","57189052844","Cosmo F.D.","Information Geometry","2023"
118,"3","G-dual Teleparallel Connections in Information Geometry","56962708200","Ibort A.","Information Geometry","2023"
118,"4","G-dual Teleparallel Connections in Information Geometry","7006706822","Marmo G.","Information Geometry","2023"
119,"1","Atomic Appends in Asynchronous Byzantine Distributed Ledgers","6602074148","Cholvi V.","Journal of Parallel and Distributed Computing","2023"
119,"2","Atomic Appends in Asynchronous Byzantine Distributed Ledgers","57205422812","Fernández Anta A.","Journal of Parallel and Distributed Computing","2023"
119,"3","Atomic Appends in Asynchronous Byzantine Distributed Ledgers","7005194639","Georgiou C.","Journal of Parallel and Distributed Computing","2023"
119,"4","Atomic Appends in Asynchronous Byzantine Distributed Ledgers","35305466200","Nicolaou N.","Journal of Parallel and Distributed Computing","2023"
119,"5","Atomic Appends in Asynchronous Byzantine Distributed Ledgers","7101812348","Raynal M.","Journal of Parallel and Distributed Computing","2023"
119,"6","Atomic Appends in Asynchronous Byzantine Distributed Ledgers","57223766324","Russo A.","Journal of Parallel and Distributed Computing","2023"
120,"1","Synchronized measurement of instantaneous convective heat flux and velocity fields in wall-bounded flows","57500071000","Foroozan F.","Measurement Science and Technology","2023"
120,"2","Synchronized measurement of instantaneous convective heat flux and velocity fields in wall-bounded flows","57209686139","Güemes A.","Measurement Science and Technology","2023"
120,"3","Synchronized measurement of instantaneous convective heat flux and velocity fields in wall-bounded flows","56572946900","Raiola M.","Measurement Science and Technology","2023"
120,"4","Synchronized measurement of instantaneous convective heat flux and velocity fields in wall-bounded flows","57209684829","Castellanos R.","Measurement Science and Technology","2023"
120,"5","Synchronized measurement of instantaneous convective heat flux and velocity fields in wall-bounded flows","37123621500","Discetti S.","Measurement Science and Technology","2023"
120,"6","Synchronized measurement of instantaneous convective heat flux and velocity fields in wall-bounded flows","36600822100","Ianiro A.","Measurement Science and Technology","2023"
121,"1","On connections between skewed, weighted and distorted distributions: applications to model extreme value distributions","55684418400","Navarro J.","Test","2023"
121,"2","On connections between skewed, weighted and distorted distributions: applications to model extreme value distributions","6508167612","Arevalillo J.M.","Test","2023"
122,"1","Thermo-electro-mechanical microstructural interdependences in conductive thermoplastics","57666696200","Crespo-Miguel J.","npj Computational Materials","2023"
122,"2","Thermo-electro-mechanical microstructural interdependences in conductive thermoplastics","57196353519","Lucarini S.","npj Computational Materials","2023"
122,"3","Thermo-electro-mechanical microstructural interdependences in conductive thermoplastics","7101851675","Arias A.","npj Computational Materials","2023"
122,"4","Thermo-electro-mechanical microstructural interdependences in conductive thermoplastics","56675701400","Garcia-Gonzalez D.","npj Computational Materials","2023"
123,"1","Home-to-school pedestrian mobility GPS data from a citizen science experiment in the Barcelona area","57814416400","Larroya F.","Scientific Data","2023"
123,"2","Home-to-school pedestrian mobility GPS data from a citizen science experiment in the Barcelona area","58115426400","Díaz O.","Scientific Data","2023"
123,"3","Home-to-school pedestrian mobility GPS data from a citizen science experiment in the Barcelona area","55331583000","Sagarra O.","Scientific Data","2023"
123,"4","Home-to-school pedestrian mobility GPS data from a citizen science experiment in the Barcelona area","58450922400","Colomer Simón P.","Scientific Data","2023"
123,"5","Home-to-school pedestrian mobility GPS data from a citizen science experiment in the Barcelona area","58321773600","Ferré S.","Scientific Data","2023"
123,"6","Home-to-school pedestrian mobility GPS data from a citizen science experiment in the Barcelona area","7005409234","Moro E.","Scientific Data","2023"
123,"7","Home-to-school pedestrian mobility GPS data from a citizen science experiment in the Barcelona area","7006849571","Perelló J.","Scientific Data","2023"
124,"1","A biologically inspired decision-making system for the autonomous adaptive behavior of social robots","57203536791","Maroto-Gómez M.","Complex and Intelligent Systems","2023"
124,"2","A biologically inspired decision-making system for the autonomous adaptive behavior of social robots","36655483500","Castro-González Á.","Complex and Intelligent Systems","2023"
124,"3","A biologically inspired decision-making system for the autonomous adaptive behavior of social robots","8613265500","Malfaz M.","Complex and Intelligent Systems","2023"
124,"4","A biologically inspired decision-making system for the autonomous adaptive behavior of social robots","6603829011","Salichs M.Á.","Complex and Intelligent Systems","2023"
125,"1","SRAM-Based PUF Readouts","58289303300","Vinagrero S.","Scientific Data","2023"
125,"2","SRAM-Based PUF Readouts","50262594200","Martin H.","Scientific Data","2023"
125,"3","SRAM-Based PUF Readouts","58288910400","de Bignicourt A.","Scientific Data","2023"
125,"4","SRAM-Based PUF Readouts","24377094300","Vatajelu E.I.","Scientific Data","2023"
125,"5","SRAM-Based PUF Readouts","6603786965","Di Natale G.","Scientific Data","2023"
126,"1","Identifying latent activity behaviors and lifestyles using mobility data to describe urban dynamics","57914049400","Yang Y.","EPJ Data Science","2023"
126,"2","Identifying latent activity behaviors and lifestyles using mobility data to describe urban dynamics","7102755925","Pentland A.","EPJ Data Science","2023"
126,"3","Identifying latent activity behaviors and lifestyles using mobility data to describe urban dynamics","7005409234","Moro E.","EPJ Data Science","2023"
127,"1","Target-aware Bayesian inference via generalized thermodynamic integration","57208704553","Llorente F.","Computational Statistics","2023"
127,"2","Target-aware Bayesian inference via generalized thermodynamic integration","34969394500","Martino L.","Computational Statistics","2023"
127,"3","Target-aware Bayesian inference via generalized thermodynamic integration","57208707924","Delgado D.","Computational Statistics","2023"
128,"1","Parametric models and information geometry on W*-algebras","57190577826","Ciaglia F.M.","Information Geometry","2023"
128,"2","Parametric models and information geometry on W*-algebras","57226753329","Di Nocera F.","Information Geometry","2023"
128,"3","Parametric models and information geometry on W*-algebras","7102925567","Jost J.","Information Geometry","2023"
128,"4","Parametric models and information geometry on W*-algebras","6603232868","Schwachhöfer L.","Information Geometry","2023"
129,"1","The zonoid region parameter depth","23034092900","Cascos I.","Statistical Papers","2023"
129,"2","The zonoid region parameter depth","57202946849","Pandolfo G.","Statistical Papers","2023"
129,"3","The zonoid region parameter depth","57189588723","Sinova B.","Statistical Papers","2023"
130,"1","Solar power tower plants with Bimetallic receiver tubes: A thermomechanical study of two- and three-layer composite tubes configurations","57204779606","Pérez-Álvarez R.","Energy","2023"
130,"2","Solar power tower plants with Bimetallic receiver tubes: A thermomechanical study of two- and three-layer composite tubes configurations","57204040510","Montoya A.","Energy","2023"
130,"3","Solar power tower plants with Bimetallic receiver tubes: A thermomechanical study of two- and three-layer composite tubes configurations","6507321119","López-Puente J.","Energy","2023"
130,"4","Solar power tower plants with Bimetallic receiver tubes: A thermomechanical study of two- and three-layer composite tubes configurations","58065767500","Santana D.","Energy","2023"
131,"1","Noncommutative Poisson vertex algebras and Courant–Dorfman algebras","6506189399","Álvarez-Cónsul L.","Advances in Mathematics","2023"
131,"2","Noncommutative Poisson vertex algebras and Courant–Dorfman algebras","57219482040","Fernández D.","Advances in Mathematics","2023"
131,"3","Noncommutative Poisson vertex algebras and Courant–Dorfman algebras","16024385000","Heluani R.","Advances in Mathematics","2023"
132,"1","The DL(P) vector space of pencils for singular matrix polynomials","6603241087","Dopico F.M.","Linear Algebra and Its Applications","2023"
132,"2","The DL(P) vector space of pencils for singular matrix polynomials","37100279400","Noferini V.","Linear Algebra and Its Applications","2023"
133,"1","A novel approach for large-scale environmental data partitioning on cloud and on-premises storage for compute continuum applications","57337027800","Mellone G.","Concurrency and Computation: Practice and Experience","2023"
133,"2","A novel approach for large-scale environmental data partitioning on cloud and on-premises storage for compute continuum applications","57336743100","De Vita C.G.","Concurrency and Computation: Practice and Experience","2023"
133,"3","A novel approach for large-scale environmental data partitioning on cloud and on-premises storage for compute continuum applications","57204689763","Sánchez-Gallegos D.D.","Concurrency and Computation: Practice and Experience","2023"
133,"4","A novel approach for large-scale environmental data partitioning on cloud and on-premises storage for compute continuum applications","57838189700","Sánchez-Gallegos G.","Concurrency and Computation: Practice and Experience","2023"
133,"5","A novel approach for large-scale environmental data partitioning on cloud and on-premises storage for compute continuum applications","58055141700","Torres-Charles C.A.","Concurrency and Computation: Practice and Experience","2023"
133,"6","A novel approach for large-scale environmental data partitioning on cloud and on-premises storage for compute continuum applications","24821209000","Garcia-Blas J.","Concurrency and Computation: Practice and Experience","2023"
133,"7","A novel approach for large-scale environmental data partitioning on cloud and on-premises storage for compute continuum applications","58546419400","Carretero Pérez J.","Concurrency and Computation: Practice and Experience","2023"
133,"8","A novel approach for large-scale environmental data partitioning on cloud and on-premises storage for compute continuum applications","57213190221","Gonzalez-Compean J.L.","Concurrency and Computation: Practice and Experience","2023"
133,"9","A novel approach for large-scale environmental data partitioning on cloud and on-premises storage for compute continuum applications","9734960100","Laccetti G.","Concurrency and Computation: Practice and Experience","2023"
134,"1","On the generalized Fourier transform","56041922900","Abreu-Blaya R.","Mathematical Methods in the Applied Sciences","2023"
134,"2","On the generalized Fourier transform","55710271900","Rodríguez J.M.","Mathematical Methods in the Applied Sciences","2023"
134,"3","On the generalized Fourier transform","10241618100","Sigarreta J.M.","Mathematical Methods in the Applied Sciences","2023"
135,"1","A Review of Protection Schemes for Electrical Distribution Networks with Green Distributed Generation","58723969400","Majeed A.A.","Energies","2023"
135,"2","A Review of Protection Schemes for Electrical Distribution Networks with Green Distributed Generation","57189890784","Altaie A.S.","Energies","2023"
135,"3","A Review of Protection Schemes for Electrical Distribution Networks with Green Distributed Generation","6507297082","Abderrahim M.","Energies","2023"
135,"4","A Review of Protection Schemes for Electrical Distribution Networks with Green Distributed Generation","58176448800","Alkhazraji A.","Energies","2023"
136,"1","Large-time behaviour for anisotropic stable nonlocal diffusion problems with convection","56460174400","Endal J.","Journal des Mathematiques Pures et Appliquees","2023"
136,"2","Large-time behaviour for anisotropic stable nonlocal diffusion problems with convection","16238836400","Ignat L.I.","Journal des Mathematiques Pures et Appliquees","2023"
136,"3","Large-time behaviour for anisotropic stable nonlocal diffusion problems with convection","6602186849","Quirós F.","Journal des Mathematiques Pures et Appliquees","2023"
137,"1","On linear higher-order parabolic equations in Morrey spaces","6701486118","Cholewa J.W.","Analysis and Applications","2023"
137,"2","On linear higher-order parabolic equations in Morrey spaces","6701418341","Rodríguez-Bernal A.","Analysis and Applications","2023"
138,"1","End-to-end trajectory concept for close exploration of Saturn's Inner Large Moons","7004491880","Fantino E.","Communications in Nonlinear Science and Numerical Simulation","2023"
138,"2","End-to-end trajectory concept for close exploration of Saturn's Inner Large Moons","57219280303","Burhani B.M.","Communications in Nonlinear Science and Numerical Simulation","2023"
138,"3","End-to-end trajectory concept for close exploration of Saturn's Inner Large Moons","9239233100","Flores R.","Communications in Nonlinear Science and Numerical Simulation","2023"
138,"4","End-to-end trajectory concept for close exploration of Saturn's Inner Large Moons","25625908100","Alessi E.M.","Communications in Nonlinear Science and Numerical Simulation","2023"
138,"5","End-to-end trajectory concept for close exploration of Saturn's Inner Large Moons","58094115600","Solano F.","Communications in Nonlinear Science and Numerical Simulation","2023"
138,"6","End-to-end trajectory concept for close exploration of Saturn's Inner Large Moons","26029617400","Sanjurjo-Rivo M.","Communications in Nonlinear Science and Numerical Simulation","2023"
139,"1","Additive Allee effect on prey in the dynamics of a Gause predator–prey model with constant or proportional refuge on prey at low or high densities","57882206900","Cortés García C.","Communications in Nonlinear Science and Numerical Simulation","2023"
139,"2","Additive Allee effect on prey in the dynamics of a Gause predator–prey model with constant or proportional refuge on prey at low or high densities","58509882800","Vera Cuenca J.","Communications in Nonlinear Science and Numerical Simulation","2023"
140,"1","The numerical treatment of fractal-fractional 2D optimal control problems by Müntz–Legendre polynomials","57189367963","Rahimkhani P.","Optimal Control Applications and Methods","2023"
140,"2","The numerical treatment of fractal-fractional 2D optimal control problems by Müntz–Legendre polynomials","14629122700","Ordokhani Y.","Optimal Control Applications and Methods","2023"
140,"3","The numerical treatment of fractal-fractional 2D optimal control problems by Müntz–Legendre polynomials","55064027100","Sedaghat S.","Optimal Control Applications and Methods","2023"
141,"1","Geometry of SU(3)-character varieties of torus knots","57194870692","González-Prieto A.","Topology and its Applications","2023"
141,"2","Geometry of SU(3)-character varieties of torus knots","57189039988","Martínez J.","Topology and its Applications","2023"
141,"3","Geometry of SU(3)-character varieties of torus knots","7102957282","Muñoz V.","Topology and its Applications","2023"
142,"1","Upper and lower bounds for topological indices on unicyclic graphs","35099236800","Martínez-Pérez A.","Topology and its Applications","2023"
142,"2","Upper and lower bounds for topological indices on unicyclic graphs","55710271900","Rodríguez J.M.","Topology and its Applications","2023"
143,"1","Bredon homology of Artin groups of dihedral type","26326154700","Antolín Y.","Journal of Pure and Applied Algebra","2023"
143,"2","Bredon homology of Artin groups of dihedral type","24338030200","Flores R.","Journal of Pure and Applied Algebra","2023"
144,"1","Gap-modulated dynamics of flexible plates","57212880952","Cheng S.","Journal of Fluid Mechanics","2023"
144,"2","Gap-modulated dynamics of flexible plates","42962194700","Olivieri S.","Journal of Fluid Mechanics","2023"
144,"3","Gap-modulated dynamics of flexible plates","56996135500","Rosti M.E.","Journal of Fluid Mechanics","2023"
144,"4","Gap-modulated dynamics of flexible plates","25721696400","Chamorro L.P.","Journal of Fluid Mechanics","2023"
145,"1","Study of the effects of thermally thin and thermally thick particle approaches on the Eulerian modeling of a biomass combustor operating with wood chips","57207236554","Gómez M.A.","Energy","2023"
145,"2","Study of the effects of thermally thin and thermally thick particle approaches on the Eulerian modeling of a biomass combustor operating with wood chips","57702991400","Álvarez-Bermúdez C.","Energy","2023"
145,"3","Study of the effects of thermally thin and thermally thick particle approaches on the Eulerian modeling of a biomass combustor operating with wood chips","57195922317","Chapela S.","Energy","2023"
145,"4","Study of the effects of thermally thin and thermally thick particle approaches on the Eulerian modeling of a biomass combustor operating with wood chips","54782177700","Anca-Couce A.","Energy","2023"
145,"5","Study of the effects of thermally thin and thermally thick particle approaches on the Eulerian modeling of a biomass combustor operating with wood chips","57203027288","Porteiro J.","Energy","2023"
146,"1","Neural Architectures for Feature Embedding in Person Re-Identification: A Comparative View","58664870700","Domínguez-Martín J.","ACM Transactions on Intelligent Systems and Technology","2023"
146,"2","Neural Architectures for Feature Embedding in Person Re-Identification: A Comparative View","56723347100","Gómez-Silva M.J.","ACM Transactions on Intelligent Systems and Technology","2023"
146,"3","Neural Architectures for Feature Embedding in Person Re-Identification: A Comparative View","58665886000","Escalera A.D.L.","ACM Transactions on Intelligent Systems and Technology","2023"
147,"1","DISCRETE UNCERTAINTY QUANTIFICATION FOR OFFLINE REINFORCEMENT LEARNING","57199290996","Pérez J.L.","Journal of Artificial Intelligence and Soft Computing Research","2023"
147,"2","DISCRETE UNCERTAINTY QUANTIFICATION FOR OFFLINE REINFORCEMENT LEARNING","22984791900","Corrochano J.","Journal of Artificial Intelligence and Soft Computing Research","2023"
147,"3","DISCRETE UNCERTAINTY QUANTIFICATION FOR OFFLINE REINFORCEMENT LEARNING","57196717269","García J.","Journal of Artificial Intelligence and Soft Computing Research","2023"
147,"4","DISCRETE UNCERTAINTY QUANTIFICATION FOR OFFLINE REINFORCEMENT LEARNING","57217239007","Majadas R.","Journal of Artificial Intelligence and Soft Computing Research","2023"
147,"5","DISCRETE UNCERTAINTY QUANTIFICATION FOR OFFLINE REINFORCEMENT LEARNING","25823267400","Ibañez-Llano C.","Journal of Artificial Intelligence and Soft Computing Research","2023"
147,"6","DISCRETE UNCERTAINTY QUANTIFICATION FOR OFFLINE REINFORCEMENT LEARNING","7202103599","Pérez S.","Journal of Artificial Intelligence and Soft Computing Research","2023"
147,"7","DISCRETE UNCERTAINTY QUANTIFICATION FOR OFFLINE REINFORCEMENT LEARNING","7401589140","Fernández F.","Journal of Artificial Intelligence and Soft Computing Research","2023"
148,"1","Active Labeling Correction of Mealtimes and the Appearance of Types of Carbohydrates in Type 1 Diabetes Information Records","57196804348","Contreras I.","Mathematics","2023"
148,"2","Active Labeling Correction of Mealtimes and the Appearance of Types of Carbohydrates in Type 1 Diabetes Information Records","26030525600","Muñoz-Organero M.","Mathematics","2023"
148,"3","Active Labeling Correction of Mealtimes and the Appearance of Types of Carbohydrates in Type 1 Diabetes Information Records","57196084930","Beneyto A.","Mathematics","2023"
148,"4","Active Labeling Correction of Mealtimes and the Appearance of Types of Carbohydrates in Type 1 Diabetes Information Records","6602334175","Vehi J.","Mathematics","2023"
149,"1","BIoTS-Path: Certification Transmission of Supply Chains Based on Blockchain–Internet of Things Architectures by Validating the Information Path","57202200589","Gonzalez-Amarillo C.A.","Mathematics","2023"
149,"2","BIoTS-Path: Certification Transmission of Supply Chains Based on Blockchain–Internet of Things Architectures by Validating the Information Path","58691239100","Fraga Vazquez A.","Mathematics","2023"
149,"3","BIoTS-Path: Certification Transmission of Supply Chains Based on Blockchain–Internet of Things Architectures by Validating the Information Path","36603157500","Ramirez-Gonzalez G.A.","Mathematics","2023"
149,"4","BIoTS-Path: Certification Transmission of Supply Chains Based on Blockchain–Internet of Things Architectures by Validating the Information Path","55913818700","Mendoza-Moreno M.A.","Mathematics","2023"
149,"5","BIoTS-Path: Certification Transmission of Supply Chains Based on Blockchain–Internet of Things Architectures by Validating the Information Path","57398490100","Corrales Muñoz J.C.","Mathematics","2023"
150,"1","Efficient multi-fidelity computation of blood coagulation under flow","57212341576","Guerrero-Hurtado M.","PLoS Computational Biology","2023"
150,"2","Efficient multi-fidelity computation of blood coagulation under flow","13907527700","Garcia-Villalba M.","PLoS Computational Biology","2023"
150,"3","Efficient multi-fidelity computation of blood coagulation under flow","56664157400","Gonzalo A.","PLoS Computational Biology","2023"
150,"4","Efficient multi-fidelity computation of blood coagulation under flow","55531560800","Martinez-Legazpi P.","PLoS Computational Biology","2023"
150,"5","Efficient multi-fidelity computation of blood coagulation under flow","55599408000","Kahn A.M.","PLoS Computational Biology","2023"
150,"6","Efficient multi-fidelity computation of blood coagulation under flow","7004392958","McVeigh E.","PLoS Computational Biology","2023"
150,"7","Efficient multi-fidelity computation of blood coagulation under flow","7101636727","Bermejo J.","PLoS Computational Biology","2023"
150,"8","Efficient multi-fidelity computation of blood coagulation under flow","7006557886","del Alamo J.C.","PLoS Computational Biology","2023"
150,"9","Efficient multi-fidelity computation of blood coagulation under flow","24512010200","Flores O.","PLoS Computational Biology","2023"
151,"1","Age of Information Cost Minimization with No Buffers, Random Arrivals and Unreliable Channels: A PCL-Indexability Analysis","6602280740","Niño-Mora J.","Mathematics","2023"
152,"1","Coarse-graining the vertex model and its response to shear","58111734500","Triguero-Platero G.","Physical Review E","2023"
152,"2","Coarse-graining the vertex model and its response to shear","6507508410","Ziebert F.","Physical Review E","2023"
152,"3","Coarse-graining the vertex model and its response to shear","7006392627","Bonilla L.L.","Physical Review E","2023"
153,"1","Universal interface fluctuations in the contact process","57216356480","Barreales B.G.","Physical Review E","2023"
153,"2","Universal interface fluctuations in the contact process","57222727807","Meléndez J.J.","Physical Review E","2023"
153,"3","Universal interface fluctuations in the contact process","6701365519","Cuerno R.","Physical Review E","2023"
153,"4","Universal interface fluctuations in the contact process","7004517856","Ruiz-Lorenzo J.J.","Physical Review E","2023"
154,"1","Derivative curve estimation in longitudinal studies using P-splines","58278144700","Hernández M.A.","Statistical Modelling","2023"
154,"2","Derivative curve estimation in longitudinal studies using P-splines","58065186800","Lee D.J.","Statistical Modelling","2023"
154,"3","Derivative curve estimation in longitudinal studies using P-splines","35332900300","Rodríguez-álvarez M.X.","Statistical Modelling","2023"
154,"4","Derivative curve estimation in longitudinal studies using P-splines","6602581433","Durbán M.","Statistical Modelling","2023"
